year,skpd,name,dpa
2013,BLUD RS Tarakan,Tunjangan Khusus (PPh)/Tunjangan PPh,"2,170,090,118"
2013,BADAN PENGELOLA KEUANGAN DAERAH,Belanja Retribusi Daerah,"10,000,000,000"
2013,BADAN PERENCANAAN PEMBANGUNAN DAERAH,Tunjangan Kinerja,"15,085,285,780"
2013,DINAS KESEHATAN,Tunjangan Jabatan,"1,364,080,250"
2013,DINAS KESEHATAN,Tunjangan Umum,"5,021,526,250"
2013,DINAS PENDIDIKAN,Tunjangan Beras,"83,890,692,168"
2013,BLUD RS Cengkareng,Tunjangan Jabatan,"168,761,125"
2013,DINAS PEMADAM KEBAKARAN Dan PENANGGULANGAN BENCANA,Tunjangan Fungsional,"3,198,000"
2013,DINAS PEMADAM KEBAKARAN Dan PENANGGULANGAN BENCANA,Tunjangan Umum,"7,127,542,500"
2013,Kota Administrasi Jakarta Barat,Tunjangan Keluarga,"4,039,378,123"
2013,Kota Administrasi Jakarta Barat,Tunjangan Khusus (PPh)/Tunjangan PPh,"15,917,972,865"
2013,DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN,Tunjangan Khusus (PPh)/Tunjangan PPh,"6,940,319,855"
2013,DINAS PERHUBUNGAN,Tunjangan Keluarga,"5,553,424,307"
2013,"DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, DAN PERDAGANGAN",Tunjangan Jabatan,"784,576,000"
2013,BLUD RS Budhi Asih,Gaji Pokok,"11,248,675,288"
2013,DINAS KEBERSIHAN,Tunjangan Beras,"3,064,459,740"
2013,BADAN KEPEGAWAIAN DAERAH,Tunjangan Umum,"1,723,655,375"
2013,PEJABAT PENGELOLA KEUANGAN DAERAH,Belanja Bantuan Sosial Kepada Individu / Siswa (Biaya Personal Siswa Miskin),"670,529,240,000"
2013,BADAN PENDIDIKAN Dan PELATIHAN,Pembulatan Gaji,"68,054"
2013,DINAS PEKERJAAN UMUM,Tunjangan Khusus (PPh)/Tunjangan PPh,"15,531,966,527"
2013,BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Tunjangan Jabatan,"603,222,750"
2013,DINAS OLAH RAGA Dan PEMUDA,Tunjangan Jabatan,"1,249,751,750"
2013,INSPEKTORAT,Tunjangan Beras,"717,759,240"
2013,SEKRETARIAT DAERAH,Gaji Pokok,"80,730,000"
2013,DINAS PELAYANAN PAJAK,Pembulatan Gaji,"1,370,236"
2013,Badan Penanggulangan Bencana Daerah,Tunjangan Jabatan,"206,404,250"
2013,BLUD RS Tarakan,Tunjangan Umum,"156,169,000"
2013,BLUD RS Koja,Tunjangan Keluarga,"926,138,095"
2013,DINAS PELAYANAN PAJAK,Tunjangan Umum,"1,945,036,925"
2013,DINAS TENAGA KERJA Dan TRANSMIGRASI,Pembulatan Gaji,"609,522"
2013,DINAS PENDIDIKAN,Tunjangan Umum,"19,714,004,375"
2013,DINAS PERUMAHAN DAN GEDUNG PEMDA,Gaji Pokok,"12,489,731,456"
2013,BLUD RS Koja,Tunjangan Khusus (PPh)/Tunjangan PPh,"2,368,555,542"
2013,BLUD RS Duren Sawit,Tunjangan Jabatan,"159,433,625"
2013,Kota Administrasi Jakarta Barat,Pembulatan Gaji,"696,568"
2013,DINAS KELAUTAN DAN PERTANIAN,Tunjangan Fungsional,"693,766,125"
2013,Sekretariat Dewan Pengurus KORPRI Provinsi,Tunjangan Kinerja,"3,339,493,771"
2013,DINAS PERHUBUNGAN,Tunjangan Umum,"3,158,224,875"
2013,DINAS TENAGA KERJA Dan TRANSMIGRASI,Tunjangan Khusus (PPh)/Tunjangan PPh,"12,019,208,260"
2013,"DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, DAN PERDAGANGAN",Tunjangan Kinerja,"27,605,133,284"
2013,DPRD Provinsi,Tunjangan Perumahan ,"17,220,000,000"
2013,DINAS PERUMAHAN DAN GEDUNG PEMDA,Tunjangan Khusus (PPh)/Tunjangan PPh,"4,271,554,652"
2013,INSPEKTORAT,Gaji Pokok,"13,777,967,918"
2013,DINAS PERTAMANAN DAN PEMAKAMAN,Tunjangan Kinerja,"27,640,460,000"
2013,BLUD RS Cengkareng,Tunjangan Keluarga,"158,631,540"
2013,BLUD RS Duren Sawit,Tunjangan Khusus (PPh)/Tunjangan PPh,"1,384,631,677"
2013,BADAN PENANAMAN MODAL Dan PROMOSI,Pembulatan Gaji,"61,124"
2013,Sekretariat Dewan Pengurus KORPRI Provinsi,Tunjangan Umum,"26,983,125"
2013,Kabupaten Administrasi Kepulauan Seribu - Kep. Seribu,Tunjangan Jabatan,"979,387,500"
2013,DINAS KEBERSIHAN,Tunjangan Kinerja,"59,206,600,000"
2013,DINAS PEKERJAAN UMUM,Tunjangan Keluarga,"4,377,322,367"
2013,BLUD RS Budhi Asih,Tunjangan Fungsional,"1,203,020,975"
2013,BADAN KEPEGAWAIAN DAERAH,Pembulatan Gaji,"531,591"
2013,DINAS PERINDUSTRIAN Dan ENERGI,Tunjangan Khusus (PPh)/Tunjangan PPh,"4,698,225,912"
2013,BADAN PENDIDIKAN Dan PELATIHAN,Tunjangan Khusus (PPh)/Tunjangan PPh,"1,342,502,507"
2013,BADAN KEPEGAWAIAN DAERAH,Gaji Pokok,"22,164,538,553"
2013,Kota Administrasi Jakarta Timur,Tunjangan Umum,"1,614,457,000"
2013,DINAS KESEHATAN,Tunjangan Kinerja,"246,759,260,575"
2013,DINAS KELAUTAN DAN PERTANIAN,Tunjangan Khusus (PPh)/Tunjangan PPh,"16,918,122,170"
2013,BADAN PENGELOLA LINGKUNGAN HIDUP DAERAH,Tunjangan Beras,"584,751,414"
2013,SEKRETARIAT DPRD,Tunjangan Khusus (PPh)/Tunjangan PPh,"1,800,944,413"
2013,DINAS OLAH RAGA Dan PEMUDA,Tunjangan Umum,"522,140,125"
2013,BLUD RS Cengkareng,Pembulatan Gaji,"27,664"
2013,DINAS KEPENDUDUKAN Dan PENCATATAN SIPIL,Tunjangan Khusus (PPh)/Tunjangan PPh,"8,550,133,188"
2013,BLUD RS Pasar Rebo,Tunjangan Fungsional,"1,076,853,213"
2013,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Tunjangan Beras,"606,332,016"
2013,DINAS KELAUTAN DAN PERTANIAN,Tunjangan Jabatan,"1,812,066,750"
2013,PEJABAT PENGELOLA KEUANGAN DAERAH,Belanja Hibah Dana BOS ke SMP/SMPLB/SMPT/SATAP,"190,903,382,500"
2013,Badan Penanggulangan Bencana Daerah,Tunjangan Beras,"43,531,428"
2013,Kota Administrasi Jakarta Pusat,Tunjangan Khusus (PPh)/Tunjangan PPh,"13,090,309,404"
2013,BADAN KESATUAN BANGSA Dan POLITIK,Tunjangan Keluarga,"519,658,093"
2013,DINAS PERTAMANAN DAN PEMAKAMAN,Gaji Pokok,"22,923,158,866"
2013,DPRD Provinsi,Tunjangan Alat Kelengkapan Lainnya,"679,950,876"
2013,DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN,Tunjangan Kinerja,"29,457,732,832"
2013,"DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, DAN PERDAGANGAN",Gaji Pokok,"20,296,434,902"
2013,INSPEKTORAT,Tunjangan Kinerja,"22,123,304,294"
2013,DINAS PEKERJAAN UMUM,Tunjangan Umum,"2,370,650,750"
2013,SEKRETARIAT DPRD,Pembulatan Gaji,"111,117"
2013,BADAN KEPEGAWAIAN DAERAH,Tunjangan Kinerja,"25,057,053,161"
2013,DINAS KESEHATAN,Pembulatan Gaji,"3,413,198"
2013,PEJABAT PENGELOLA KEUANGAN DAERAH,Belanja Hibah Kepada Kelompok / Anggota Masyarakat,"75,150,000,000"
2013,BADAN KEPEGAWAIAN DAERAH,Tunjangan Fungsional,"64,626,250"
2013,DINAS PELAYANAN PAJAK,Gaji Pokok,"40,507,127,459"
2013,DINAS PERTAMANAN DAN PEMAKAMAN,Tunjangan Umum,"1,176,464,250"
2013,BLUD RS Pasar Rebo,Tunjangan Kinerja,"8,000,426,000"
2013,DINAS PEKERJAAN UMUM,Tunjangan Kinerja,"53,317,673,624"
2013,Kota Administrasi Jakarta Timur,Tunjangan Kinerja,"87,121,238,375"
2013,BLUD RS Duren Sawit,Gaji Pokok,"5,076,939,382"
2013,DINAS PERTAMANAN DAN PEMAKAMAN,Tunjangan Khusus (PPh)/Tunjangan PPh,"7,152,838,023"
2013,BLUD RS Pasar Rebo,Tunjangan Umum,"107,266,250"
2013,DINAS PERUMAHAN DAN GEDUNG PEMDA,Tunjangan Kinerja,"16,773,742,136"
2013,DPRD Provinsi,Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD,"10,152,000,000"
2013,Kota Administrasi Jakarta Timur,Gaji Pokok,"54,686,780,207"
2013,DINAS TENAGA KERJA Dan TRANSMIGRASI,Tunjangan Beras,"1,714,722,360"
2013,Badan Penanggulangan Bencana Daerah,Tunjangan Khusus (PPh)/Tunjangan PPh,"444,669,920"
2013,INSPEKTORAT,Tunjangan Keluarga,"1,361,234,667"
2013,DINAS KEPENDUDUKAN Dan PENCATATAN SIPIL,Gaji Pokok,"25,310,081,659"
2013,BLUD RS Duren Sawit,Tunjangan Fungsional,"524,671,875"
2013,DINAS PARIWISATA DAN KEBUDAYAAN,Tunjangan Jabatan,"2,208,418,875"
2013,DINAS PELAYANAN PAJAK,Tunjangan Kinerja,"2,727,500,000"
2013,Sekretariat Dewan Pengurus KORPRI Provinsi,Tunjangan Fungsional,"3,531,125"
2013,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Tunjangan Kinerja,"17,016,602,812"
2013,BADAN PENANAMAN MODAL Dan PROMOSI,Tunjangan Jabatan,"251,975,750"
2013,DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN,Gaji Pokok,"20,089,305,005"
2013,BLUD RS Tarakan,Tunjangan Jabatan,"138,913,125"
2013,DINAS KEPENDUDUKAN Dan PENCATATAN SIPIL,Tunjangan Keluarga,"2,299,407,845"
2013,BADAN PERPUSTAKAAN DAN ARSIP DAERAH,Pembulatan Gaji,"244,323"
2013,DINAS TATA RUANG DAN PERTANAHAN,Tunjangan Beras,"724,531,452"
2013,DINAS PENDIDIKAN,Tunjangan Fungsional,"130,593,674,575"
2013,INSPEKTORAT,Tunjangan Khusus (PPh)/Tunjangan PPh,"5,134,122,968"
2013,BADAN KEPEGAWAIAN DAERAH,Tunjangan Beras,"2,020,614,060"
2013,DINAS KELAUTAN DAN PERTANIAN,Tunjangan Umum,"2,380,378,000"
2013,SEKRETARIAT DAERAH,Tunjangan Keluarga,"9,688,000"
2013,DINAS PERHUBUNGAN,Tunjangan Kinerja,"70,452,313,108"
2013,DINAS KELAUTAN DAN PERTANIAN,Tunjangan Kinerja,"75,221,573,536"
2013,Kota Administrasi Jakarta Pusat,Tunjangan Fungsional,"2,438,475"
2013,DINAS PELAYANAN PAJAK,Biaya Pemungutan Pajak Daerah,"454,884,164,586"
2013,BLUD RS Duren Sawit,Tunjangan Beras,"316,317,756"
2013,BADAN PENDIDIKAN Dan PELATIHAN,Tunjangan Fungsional,"138,246,875"
2013,Kota Administrasi Jakarta Selatan,Tunjangan Jabatan,"5,287,999,600"
2013,BLUD RS Pasar Rebo,Pembulatan Gaji,"142,785"
2013,DINAS OLAH RAGA Dan PEMUDA,Pembulatan Gaji,"261,158"
2013,DINAS KEPENDUDUKAN Dan PENCATATAN SIPIL,Tunjangan Beras,"1,223,560,296"
2013,"DINAS KOMUNIKASI, INFORMATIKA Dan KEHUMASAN",Tunjangan Khusus (PPh)/Tunjangan PPh,"3,834,260,247"
2013,DINAS PERHUBUNGAN,Tunjangan Jabatan,"886,845,375"
2013,Kota Administrasi Jakarta Selatan,Tunjangan Kinerja,"82,287,396,958"
2013,BLUD RS Tarakan,Tunjangan Beras,"466,242,660"
2013,"DINAS KOPERASI, USAHA MIKRO, KECIL DAN MENENGAH, DAN PERDAGANGAN",Tunjangan Beras,"945,641,640"
2013,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Tunjangan Beras,"1,975,342,980"
2013,DINAS PARIWISATA DAN KEBUDAYAAN,Tunjangan Umum,"1,154,877,750"
2013,BADAN PENGELOLA KEUANGAN DAERAH,Tunjangan Beras,"1,441,990,368"
2013,"BADAN PEMBERDAYAAN MASYARAKAT, PEREMPUAN DAN KB",Pembulatan Gaji,"685,349"
2013,DINAS PENGAWASAN DAN PENERTIBAN BANGUNAN,Tunjangan Umum,"1,023,559,875"
2013,BLUD RS Cengkareng,Tunjangan Kinerja,"1,315,944,000"
2013,BADAN KESATUAN BANGSA Dan POLITIK,Pembulatan Gaji,"98,487"
2013,SEKRETARIAT DPRD,Tunjangan Jabatan,"235,186,250"
2013,Kota Administrasi Jakarta Barat,Tunjangan Umum,"1,047,478,250"
2013,BADAN KEPEGAWAIAN DAERAH,Tunjangan Penghargaan Pegawai,"81,334,750,000"
2013,BLUD RS Koja,Tunjangan Kinerja,"9,028,838,000"
2013,BLUD RS Pasar Rebo,Gaji Pokok,"9,553,512,254"
2013,SATPOL PP,Tunjangan Jabatan,"931,817,250"
2013,PEJABAT PENGELOLA KEUANGAN DAERAH,Belanja Bantuan Keuangan Kepada Partai Politik,"1,350,000,000"
2013,Kota Administrasi Jakarta Utara,Pembulatan Gaji,"484,002"
2013,DINAS PARIWISATA DAN KEBUDAYAAN,Tunjangan Keluarga,"2,806,918,916"
